Date,Text
2015-05-19,कोइ- कोइलाइ रक्सि ले अझै छाडेन ;D
2015-05-19,"@majhiDaai एले काटेर यस्तो बनाईयो, अचेल छेउ तिर फर्काएर कोरीन्छ ! सन्फ्लावर तेल लपक्क दलेर 😂😂😂"
2015-05-19,"@furke2 फ़ेशन भै गो नि , ईमोजि कस्तो राख्या 😱🙈"
2015-05-19,बंगलादेशले दिएको १० हजार मेट्रिक टन चामल गोदाममै थन्कियो http://t.co/HfWo24xJ9b
2015-05-19,@twodrops0pstve @kkirann हाहाहा टन्न को त के कुरा लिन्ठिङ-लिन्ठिङ हल्लिदै आउनु पनि दुईचार बर्ष लाग्छ जस्तो छ । :D
2015-05-19,"विचित्रको संसार..
सबैले share गरौँ http://t.co/ZyBPiC2t9y"
2015-05-19,@Richhie_ साथी नपाएर होला नि
2015-05-19,@Nagarik_news पहिले नै गर्न पाएको भए पालवाला मालामाल पनि नहुने दोहोरो खर्च पनि नहुने
2015-05-19,बारपाकबासीलाई अहिले दैनिकी चलाउने भन्दा पनि आफ्नो गाउँको अस्तित्व मेटिने हो कि भन्ने चिन्ता छ । विभिन्न सरकारी... http://t.co/7pDFb3eBSE
2015-05-19,पन्हेलो पंहेलो पंहेलो हेर्नुपर्यो | लौन !
2015-05-19,तिमी दुबै एकै हौ र ?
2015-05-19,"@majhiDaai कोम्त, को हेन्सि भनेर जाँच्न हुन्थ्यो आए !"
2015-05-19,हैन यो माझी दाइ कति एक्लै बक्बक गरिबक्स्या होला !
2015-05-19,चीन तिब्रगतिमा विश्वकै शक्तिसाली देश बन्दै अमेरिका पनि आतंकित http://t.co/XcSU802XN4
2015-05-19,क्युना ! हाम भी देख्ले ओ मुहार ??
2015-05-19,कस्तो छ आज हजुरको राशीफल कस्तो छ हजुरको सुभ दिन .तपाई आफ्नो राशिफललाई लाइक गर्नुहोस् हरेक बिहान तपाइको राशिफल... http://t.co/qHIB6cMTd8
2015-05-19,"भुरुङंगले म भन्दा हेन्सि छु भनेर फुर्ति गर्तो, जनमत संग्रह गर्न परो कता गयो जान चै 😂😂😂"
2015-05-19,@twodrops0pstve @kkirann कस्ले न्वारन गरिदिएको हौ `जेरो´ नाम चै ? के कारण ले `जेरो´ रहन गयो होला ?
2015-05-19,@diplop_chalise बिहान भो है के शुभ रात्रि नि? 😆
2015-05-19,@sanjr420 ट्विट जम्मा ७४३ 😅😅😅
2015-05-19,भुरुंग पोइल गयो |
2015-05-19,@Kanchopokharel जसलाई म माया गर्छु ऊसलाई कसरी घीर्णा गर्न सक्छु म मनबाट ऊसलाई हटाऊन खोजेको होईन मात्र ऊसको यादहरुलाई
2015-05-19,अहिले बिहे अरन हतार गर्या छौ | म दश बर्ष बिहे नअर्नी सोचमा छु अझै |
2015-05-19,भुरुङ्ग काँ गएछ आज !
2015-05-19,हरेक चिजमा भाग्यको बिस्वास नगर्नु होस किन कि  सबैको खान्दानी भाग्य हुदैन ।
2015-05-19,म बल्ल एक्काँईस पुउनँ आँटे !
2015-05-19,@KafleChhabi चाडै अाउन अालुजस्ताे नेटले साथ दिएन
2015-05-19,"आयो आयो भन्दा भाग्ने कि रुक्ने confuse पो भैयो।
नभागम भुकम्प आयो कि भन्ने डर लाउच
भागम राहत आयो कि भन्ने आस लाउच 😎😎😎
बढो confused 😅😅😅"
2015-05-19,"""मैले बाँचेको परीबेश सानो छ, परदेशी हुँ म एक्लै छु""।   http://t.co/QUa2C0Wwr3"
2015-05-19,"तिमी मभन्दा कान्छो झैँ लाग्दैन | उस्तै हो,"
2015-05-19,सुत न देवकी सुत 😃😃
2015-05-19,@kalpitbabu हाहाहा हेरे पछि भरियकाे सिसि नै हेर्ने नि😃
2015-05-19,"मधेशी टाइगर्सले हतियार बुझायो 
http://t.co/cJmB0VpynT"
2015-05-19,"मेसेज मै चिया, पानी, दुध, चिनी हालेर यता चिया पुराउने भइन |"
2015-05-19,यिनीले आज चिया नखुवाउने भईन | सबैकुरो टेक्नोलोजीले नै हुन्छ भनेर
2015-05-19,"धोका दिने धोकेबाजलाई चोखो माया चाहिन्न रैछ,💕💘
मन परेको सबै कुरा जिन्दगीमा  पाईन्न रैछ।।💘💕"
2015-05-19,"सफा हृदय , सहि बिचार 
ईश्वर मा गरौँ भरोसा , जीवन हुन्छ साकार ! 
सहि व्यवहार को मानिसको गरौँ प्रसंसा 
गलत र खराब संगत बाट होअौ टाढा ।"
2015-05-19,रिस्ताको रुप..
2015-05-19,"फुटो हेर्दा दाजै भन्ने जस्तो देखिन्छु र म !
राजा मैले त बहिनि नभको यानकि एक्लि छोरी हेरीरा !!"
2015-05-19,जिन्दगी बेकार जस्तो पो भयो त। http://t.co/teCUPipcUX
2015-05-19,@twodrops0pstve @kkirann म त मलाई नै फकाउने मान्छेको पर्खाइमा छु । :D
2015-05-19,"मेरो देश रोय को छ आज म कसरि हास्न सक्छु!

तिमि माया माया भन्छेऊ  यहा देश को छ चिन्ता!"
2015-05-19,"जाग युवा  अब,, http://t.co/MIW6ZF1Vrp"
2015-05-19,अब त भुकम्पको भन्दा नि लाम्खुटे बाट पो डर लाग्न थाल्यो सुत्न दिने होईन ।एसो निदाउन खोज्यो टिनिनी टिनिनी
2015-05-19,"@majhiDaai पापि, दुष्ट कैँ नभको 😂😂😂"
2015-05-19,"@ChijKunar 
शुभ प्रभात ,शुभ दिन 
हजुरको हरपल सुख 
सँग जिवनयापन बितोस 
यही कामना गर्दछु !"
2015-05-19,म त नेपाली कंग्रेसका नेताले फलेछन् भनेर झसङगै भाको नि #हैट
2015-05-19,"@majhiDaai हजुरकाे दाजु उठ्छन् अब ५-६ घण्टामा😂😂 त्यसैले भाउजू र देवर मात्र अैले , दाजु उठेसि फेरि खाउँला😊😊"
2015-05-19,दाजैले बिहेमा निम्तो दिएनौ भने | दाजै को साली थाहा नपाउने गरि भगाउने हो |
2015-05-19,आजको रसिफल - 20 May 2015 http://t.co/d7L5kaBNzk
2015-05-19,"@pearl_nepal कति राम्रो छु है म, अब ब्या गर्चु र झनै राम्रो हुन्चु 😂😂😂"
2015-05-19,कार्यक्रममा गोर्खाली फाउन्डेसनका संस्थापक निरज गोर्खालीले सवै जना नेपालमा गएको महाभूकम्पबाट पीतिडलाई सहयोग गर्न... http://t.co/AaaNi0VeOt
2015-05-19,DMरिप्लाई नगर्ने केटि हुन् वा केटा | तिनलाई दोहोर्याएर DMगर्न मन लाउन्न |
2015-05-19,"@Annnuuu1 हुन्छ अब केही समयमा नै ,।"
2015-05-19,मेलापातमा निस्कन थाले गोरखाली http://t.co/4MW8klz5R8
2015-05-19,"धन्सिरामा अझै पुगेन राहत
दरौदी दैनिक
सन्तोष अधिकारी

शनिबार गएको विनाशकारी भूकम्प बाट क्षेति भएका जिल्लाका १२... http://t.co/ay2r57gUUs"
2015-05-19,@majhiDaai खै कसरी कुरा गर्नु नुवँर देउ त !
2015-05-19,दाजै ! हैन्डसम हुनु अभिशाप हो | भर्खर को डिपीले प्रष्ट |
2015-05-19,धन्न दर्के पानी परेन फर्कि फर्कि :)
2015-05-19,@majhiDaai भाउजुकाे हातकाे अाउनु न खान😊😊
2015-05-19,"कतै Technology कारण हामी सप्पै संगै भएर पनि एक्लीएका त छैनौ ?! 
#TogetherButAlone http://t.co/6JgFb6bTDX"
2015-05-19,"@twodrops0pstve @kkirann उम्म्म्म आँट चै हुनु पर्ने रहेछ, आफू त पानीमरुवा परियो । आज सम्म एक्ले ढेँडु ।"
2015-05-19,"‘नेताज्यू लौ हेर्नुस् दुखी अनुहार, कहिले फर्किन्छ मुस्कान ?’
read more news here... http://t.co/1kJRaZYlRm"
2015-05-19,@rekhafilms ल न त सुरु गरौ भनेर मात्र का भो र
2015-05-19,@jaya_hos के नेपालमा यस्ता व्यति जन्मिऐका छैन्न जस्ले सरिता गिरी र सि के रावत जस्ता देशका भाइरसलाई हटाऊन सकुन!
2015-05-19,Naya khabar: मलेसियामा नेपालीहरुको दैनिक निर्मम हत्या..... नेपाल सरकार मौन किन ??? http://t.co/CPgAlyCo1o
2015-05-19,"त्यैट सुतिन्च अबत नत्र,
रेमिट्यान्सको भरमा टिकेका देशछोड्न नचाहाने कथित  राष्ट्रबादीहरु आयर पानीपनि मुखमानहल्दै पलायणबादीलाई सराप्न थाल्च्न।"
2015-05-19,"आजकाल पिरिम गर्नु भनेको केटा केटीको लागि आमालाई नुन मागे भन्दा सजिलो भा छ। क्या गजबको दनिया हाम्रो पालामा यस्तो भा भए म पनि देवदास हुन्थे,😂😂"
2015-05-19,"डि.पी चेण्ज :) 
राम्रो म 😂😂😂"
2015-05-19,"✏बुवाले तेरिमा ""गु"" भन्नु हुन्थियो
हुन त मलाई ""गु"" नै हुने आशिर्बाद दिनुस 
कस्ता कस्ता मै हु भन्ने महाराजा लाई तह लगाउने यही  नै त हो 🌹"
2015-05-19,@majhiDaai तोइट राजा...
2015-05-19,"जुनी जुनीलाई, मेरी उनीलाई ,,, केहि क्षणलाई होइन  मेरो माया, जुनी जुनीलाई ..."
2015-05-19,@diplop_chalise राैसी। गज्जबकाे फिलिङ अाउछ
2015-05-19,विपत् मै हो आफ्ना र पराई चिनिने जसरी अहिले नेताहरूभन्दा पुलीस र सेना आम नेपालीको मनमा बस्न सफल भए ! आउँदा दिनमा नि हामीले जयहोस् भन्न पाऔं !
2015-05-19,"@anamdhami अहिले साथि मात्र अरू पछि सोचौला ल..,,,,,?,,,"
2015-05-19,@majhiDaai अाउनुस् खान😊😊 पकाउँछु😉😉
2015-05-19,@sapanasharma8  जस्लाइ तपाईं टाढा बनाउन खोज्नु हुन्छ तपाईंको माया बाट सिर्फ उस्को हरेक कुरा लाई निहालेर मनमा घृणा पैदा गर्दिनुस आफै हट्छ
2015-05-19,महिलालाई कुटपीट गरी मारेको घटनामा ११ प्रहरी अधिकृतलाई जेल http://t.co/cdqyxAWAWu
2015-05-19,जापानद्धारा नेपालका भूकम्पपीडितका लागि ३० करोड बराबरको सहयोग हस्तान्तरण http://t.co/HiTlyuENX2
2015-05-19,बजेट कटौती गरिए खाद्य संकट निम्तने कृषि मन्त्रालयको चेतावनी http://t.co/T3xmXAuARd
2015-05-19,"ए रकु सुत्न पर्दैन म त सुतेर उठि सक्दा पनि यतै देख्छु त , कहिले सुत्छौ नी??
बिहानै मायाको कुरा फेरि,😂😂"
2015-05-19,@twodrops0pstve @kkirann आफुलाई त मान्छे फकाउनु भने पछि टाउको पछाडी कपाल चिलाएर आउँछ । जि एफ त दुरदुर । :D
2015-05-19,"पूर्व मिसनेपाल श्रृष्टीको बोल्ड अवतार सन्नी लियोनीको गीतमा – भिडियोसहित 
http://t.co/pZud3GTb2J http://t.co/sg7umBRk1f"
2015-05-19,सन्चै देवर बाबू?😊😊 https://t.co/P2HYSBbwcF
2015-05-19,ठुलि भैछेस रिचे।
2015-05-19,@Rockcchya छोप्नुस् छोप्नुस् यसरी दिल चोर्नेलाई तेसै छाड्नु हुदैन समातेर आफ्नो मन मुटु भित्रै कैद गरिराख्नुस् यसको सजाय यही हो 😂😂😂
2015-05-19,@radomad_leduap ५०-५५ त ठिकै हो के
2015-05-19,"हात थापेर कतिन्जेल बस्ने ? 
http://t.co/cYAwAHMSdr http://t.co/V80A6fp3qf"
2015-05-19,"डोरी चुडिए, फेरी गास्नु पर्छ | उस्तै माया | एकचोटी प्रयास गर्नु"
2015-05-19,@diplop_chalise रातिमा  त बाेतल नभै हुन्न तिम्लााइ
2015-05-19,@DebakiB त्यही यादले त रहेछ जिवन्भर साथदिने भनेको बाकी त पलनिमेश मै कता हुत्तिन्छन पत्तै नहुने 😁
2015-05-19,यस्मा त तिमी समुद्रमा ढुङ्गा फाले सरह हुन्छौ होला सोल्टा हाहाहा
2015-05-19,लु हेर पुरै दुनियाँमा गफ दिदै हिडेको लु लुरे 😌😌
2015-05-19,"राहत राहत राहत सुन्दा नि वक्क लागिसक्यो, भुकम्प पिडित को नाम मा नेता जति ले दसै मान्ने भए"
2015-05-19,"@twodrops0pstve @kkirann ठेगाना पुर्व धरान, नाम सन्देश लिम्बू । :)"
2015-05-19,साच्चै निन्द्रा नलागेकै होत ??😂😂
2015-05-19,पूर्व मिसनेपाल श्रृष्टीको बोल्ड अवतार सन्नी लियोनीको गीतमा – भिडियोसहित http://t.co/pZud3HaLUh
2015-05-19,यसरी चम्कँदैछ गौतमबुद्ध विमानस्थल ! (फोटो फिचरसहित) http://t.co/S59PEyjiSa
2015-05-19,@aaryoo_ हैन के भो हउ गुरु ?
2015-05-19,"लौ जय होस तिम्रो दुई बीस प्लसको उमेरको,
यु ट्युब तिर हालेर लिन्क देउली नि हैन नेपाली बोका ट्विटेहरु लाई ? 😍😄😍😄 https://t.co/pXWBSPgAf4"
2015-05-19,"नखाउ हरेष जिन्दगीमा हार्नु हुदैन
बाचुँन्जेल मनमा आशा मार्नु हुदैन
जीवनमा दुःख सुख आइरहने कुरा
थाहा हुँदा हुँदै आँशु झार्नु हुदैन#शुभबिहानि"
2015-05-19,@twodrops0pstve @kkirann gf भनेको कस्तो हुन्छ आफुले त अहिले सम्म अनुहार पनि देखेको छैन । :D
2015-05-19,"फलो गरेर फलोब्याक दीएपछी अनफलिने टुईटेलाई मलेखुको माछा जस्तै घाममा सुकाईदिनु पर्ने , तोरीलाउरे हरु ।"
2015-05-19,के भनौ र करार भो .... जब ति्मी सम्बन्धको स्वीकृति नदिई फरार भो |
2015-05-19,चिता र चिन्ता दुबैले जलाउँदो रैछ फरक यत्ति हो कि चिताले लाश र चिन्ताले  मानिसको मन जलाउँछ ।
2015-05-19,"यो निदले जहिले चाडो छोड्छ तर तिम्रो याद्ले
कहिले छोड्न चाहन्न मलाई"
2015-05-19,हरेक कुरामा अर्थ नखोज्नुस जिवनले दिने हरेक उकाली ओरालीको यात्रा नै तपाईंको जिन्दगीको अर्थ हो
2015-05-19,@ReshmiTharka हाे नि दाेस्त
2015-05-19,पराकम्पन घटेसंगै जनजीवन सामान्य बन्दै गएको छ http://t.co/p5908gNps7
2015-05-19,"@twodrops0pstve @kkirann पराईलाई त माया गर्न सक्ने मन भएको हामी नेपाली, झन आफ्नो भनेको त आफ्नै भै´हाल्यो नी !जति जुधे पनि परेको बेला एक । ✊"
2015-05-19,@isusme म जस्ता rr र Watson को समर्थक लाईनि नानू😜
2015-05-19,के नै छ र यो दुनिया मा नपाइने सबै पाइन्छ !
2015-05-19,रूने मान्छे सधै रोईरहन्छ ऑफूत सधै हास्ने बानि छ।।गफ
2015-05-19,@kkirann @twodrops0pstve घरको छतमा होला । :)
2015-05-19,"वायु सेवा निगमको नयाँ अफर, २ वटा टिकट किन्दा एउटा सित्तैमा... http://t.co/mNEbbKRwT2"
2015-05-19,"कुन केटि आई र अगाडी राजा, पर्खेरै हेर्नु पर्ने भएछ त.. :) https://t.co/NrOyJhtMH9"
2015-05-19,"जिवनको सुरुवात एउटा बिहानी बाटै हुन्छ, जसलाई सुन्दर बनाउनुस जसले जिवनमा सधै खुशी राख्ने प्रयत्न गर्ने छ।"
2015-05-19,यो ३ बजेपछी सबै सुत्दा रैछन् आफ्नो चाहिँ निद्रा खुल्छ!
2015-05-19,"मंगलबारको भूकम्पले हेर्दा हेर्दै जब कलंकीमा ७ तले घर २ सेकेन्डमै भासियो, पुरै घर गायब (भिडियो हेर्नुहोस)... http://t.co/Sugpx8dTQY"
2015-05-19,"सपना केही क्षणको मात्र किन नहोस्, 
मन रङ्गीन अनि आनन्दित हुँदो रहेछ ।"
2015-05-19,सिक्के लाई भन्दा सिकाऊने लाई गार््होp
2015-05-19,यो मरो केटी हो
2015-05-19,एमाले नेता माधवकु नेपालकाे पिता स्वर्गवास हुनु भएछ मृत अात्माकाे चिर शान्ति परिवारजनमा धैर्यधारण गर्ने शक्ति मिलाेस http://t.co/akdtbYuv29
2015-05-19,उबेला म ईस्कुल पड्दा १कक्षामा पहिलो २मा दोस्रो एवम बृतले ५मा पाचौ रslcआइपुग्दा दशौँ भाथे ब्याचलार पढ्दाखेरि स्तर माइनस तिर गयो अनि बिदेसिय😂😂
2015-05-19,"श्रीमती मञ्जु महतको सम्झनामा डढेलो
http://t.co/r6w4pfGeh3 http://t.co/yzqWxSYx5Q"
2015-05-19,कुकुर चाहिँ मज्जाले भुके तर भुइचालो आएको होइन !
2015-05-19,जय होस्
2015-05-19,भूकम्पको विषयमा संसारलाई उल्लु बनाएको भारतीय मिडियामा यस्तो हेडलाइन! नेपालका प्रधानमन्त्री भारत आउँदैछन् ।... http://t.co/B5p6vhPJAS
2015-05-19,"यी डनउडरनीहरु सधै टियलमा मात्रै झुण्डिरहेको देख्छु के पढ्लान र खै अनि पछि नेपाल फिरे पछि अप्रेसन गर्दा कैँची,धागो चक्कु पेट भित्रै छोड्छन।😁😂"
2015-05-19,@DhamalaPradeep धोतिहरुले त नेपालको इज्जत फाले फाले अहिले आएर त इज्जत फल्न नेपालि पनि आतुर देखिन थाले
2015-05-19,हाम्रा 1:30 भयो त हामी सुत्न लाग्यौ | तिम्लाई सुत्नु पर्दैन
2015-05-19,"भुकम्पल नभत्काएपनि घर भत्काइने,
मापदण्डविपरितका घरहरु बाँकि रहने भएनन्,
पुरा पढ्नः... http://t.co/KEzI4d6Msp"
2015-05-19,@nilu_127 ठूला न साना भेटे भने कुच्याउंछन् :)
2015-05-19,"@kkirann @twodrops0pstve वाह सुनेरै मुग्ध भए । यस्तो रातमा लोककथा, गाउँ खाने कथा सुनेको याद आयो । :)"
2015-05-19,हैट हो कि के त?? जाड लागेरै हल्लेको हो त ?? https://t.co/D3NsLWJ380
2015-05-19,"कान्स फिल्म फेस्टिभलमा सोफियाले नाङ्गै अन्तर्वार्ता दिने
http://t.co/jc5YdnCfic http://t.co/QpQOAGnll3"
2015-05-19,रातभर ! ड्युटी गर्नेलाई त TL मा एउटा गफ गर्ने साथी चाहिन्छ | त्यसैले बेलैमा साथी बन्नुस जो आफ्नो अनुकुल कुरा गर्न सकोस |
2015-05-19,"खुसीको खवर !! अण्डाको भाउ देशब्यापीरुपमा घट्यो
कति भयो पढ्नुस्... http://t.co/BZsju10OBm"
2015-05-19,पलायनबादीहरु सुते जस्तो छ टियल सुनसान भयो ।
2015-05-19,पुष्पकमललाई मुग्लानेको पत्र http://t.co/eYrE6nGubp
2015-05-19,"सुरक्षित घर: पालपछि अब प्रिफेबको पालो, आठ लाखमा तयार :: http://t.co/z3hGICupjU https://t.co/wAlyKcyKq0

Prefab houses for Nepal."
2015-05-19,भूकम्पले ग्राभिटीअनुसार घर नहल्लिएकोमा भूगर्वविदहरु नै चकित परेका छन्... http://t.co/neVM4bCDPD
2015-05-19,@DhamalaPradeep मेरो सुर्य चन्द्र फरफराऊछु भन्थे यसरी नै हो कि के हो
2015-05-19,"@aaryoo_ हैट के भनेको एका बिहानै त्यस्तो अशुभ,।"
2015-05-19,"सीके राउतलाई कडा कारवाही गर्न प्रचण्डका छोराको माग
सरकारलाई भनेः कोही माईकाल बोल्छ भने र म नेपाली हो भन्छ भने... http://t.co/paOSWtXiJ8"
2015-05-19,"@PraksshSubedi 
सकेजति बाेक्न
नसकेसि पाेख्न

जाँडकै कुराे गर्या
मस्तराम धाेक्न
नपाएकाे कति भाे कति
#मिसिङ_३_पाने"
2015-05-19,"सम्झना राखी नभुली दिनु यो पाखा पखेरो,,,
बिरानो लाग्ला समुन्द्र पारी मन होला अधेरो,,💌💌💌"
2015-05-19,"अमेरिका पुगेर रेखा थापाले भनिन्, ‘रामेछापका एक सय घर बनाउँछु अनि भुकम्पबाट अपाङ्गता भएकालाई बिशेष सहयोग गर्छु ।’  http://t.co/d8sbtrDnM8"
2015-05-19,बंगलादेशले दिएको १० हजार मेट्रिक टन चामल गोदाममै थन्कियो... http://t.co/Dg4thTRWne
2015-05-19,"भारतमा ग्याङ रेप भयो रे भन्ने धेरै सुनियो, यो सरिता गिरि भन्ने कसरी बचेर आई ह??"
2015-05-19,"♥ आज का दिन ♥ 
♥♥♥♥♥♥♥
| ♥|(१) विक्रम संवत......२०७२|♥| (२) शक संवत......१९३७ |♥| (३) मास.....ज्येष्ठ, शुक्ल... http://t.co/Q9XF4c4iyq"
2015-05-19,@twodrops0pstve @kkirann 85% बाध्यता 15% रहर हो जस्तो लाग्छ मलाई त । यहाँ आएर फुटानी लगाउनेहरु को पनि कमि छैन । :)
2015-05-19,@kaya_jargon पारिजातको शिरिसको फुल उपन्यासमा उत्तर छ।
2015-05-19,"नाता गाँस्दै गोठमा आउलान् ! चेलीहरु होसियार !
भूकम्पपीडित किशोरी बेचबिखन र यौनशोषणको जोखिममा
- See more at:... http://t.co/2b4VvZehuI"
2015-05-19,भोटिनी छ रे | सक्किगोनी त
2015-05-19,"यो भुकम्प पनि  भदौको साढें जस्तै भयो जताततै रईफाडों पारेर हिड्न थालेछ,कहिले नेपालमा कहिले फिलिपिन्समा कुन दिन चन्द्रमा मा पनि जान्छ है ,😂😂😂"
2015-05-19,"सरिता गिरी, ले भनि अरे मलाई गर्भ छ म भरती हु! तर म भन्छु तलाई भारती हुनुमा गर्भ लाग्थो भने 'नेपाल मा केरा खोज्दै आकित!!!!"
2015-05-19,@jaya_hos हामिले के  लेख्यौ त कल्ले बाल देला र! ठुला भनिएका लागी उपायोगी
2015-05-19,@shrestha266 रौसी छोडे देखी म सँ पिरम गर्ने भए त आजै बाटै छोड्दीन्छु ल।।:)😂😂😂
2015-05-19,@NoyoOnta बरु फ्रिजलाई १ डिग्री मा राखेर फ्रिजभित्र पस्नुस | 0 डिग्री मा जमीयेला भन्ने पिर त हुँदैन :D
2015-05-19,"भूकम्पको प्रकृति देखेर चकित छन् अमेरिकी भूगर्भविद्
- See more... http://t.co/QXjt93kxvF"
2015-05-19,"@majhiDaai हवस् त नि, आप् कि जो आज्ञा"
2015-05-19,@twodrops0pstve @kkirann माया पिरतिमा धोका पाईयो कि क्या हो ? :D
2015-05-19,शिव पुराण.....४१९ http://t.co/GHS4CzUJV3
2015-05-19,सामवेद.....०२१ http://t.co/LB3thmcFjW
2015-05-19,@majhiDaai साच्ची नबोलुम्?
2015-05-19,मलाई पनि एउटा पोको च्याच्याउको बोकेर बार्रपाक तिर फोटा खिच्न मन ला छ सोल्टी ! फेसबुकमा अपलोड गरेर चर्चामा अाईन्थ्यो कि ?
2015-05-19,@radomad_leduap यो त नर्मल वेट हो के !
2015-05-19,"@majhiDaai ए! हैन पो? तेस्तै सोचेर पो त!

धन्यबाद :))"
2015-05-19,"फिलिपिन्समा भुकम्प गएको हो र?
पुर्वअनुमान मात्र भनेको सुन्थे त के हो?? 
जानकारी पाउन।"
2015-05-19,"जुन मान्छे शाहाकारी छ
अझै त्यस्मा नि ब्रम्हचारी छ

तेस्ताे मान्छेकाे ट्विट काे नाम
''#शराबी_ट्विट'' अरे!!

#हसाउछ_दिप्ले_बुढाेले😂😂😂"
2015-05-19,बोली पनि हावा हुरी जस्तै छ अनि कहाँ बाट न आउनु नि ?
2015-05-19,बसु दिदी लाई टाढै बाट 🙏🙏🙏🙏नमस्कार छ है 👀नदेखे पनि ! ☀☀☕☕
2015-05-19,कति मायाले भनिछे।। 😜😜😜 https://t.co/8QCLfrfoIt
2015-05-19,"@majhiDaai भन्नै परेन नि, था छ मलाई ;)"
2015-05-19,"तिमी सँग नजर जुदाइ हराएको याद आयो !
#गीत सुन्दै गरेको !"
2015-05-19,"भाडा माझ्न छोडेर हेर पलायनबादीहरु रल्लिएर बसेको टुईटरमा साहु आएर मुबिल खोसेर लैजाला पछाडी पनि हेर्दै गर है,साहु आउदै छ कि ।😂"
2015-05-19,ट्वाङ्ग ट्वाङ्ग ट्वाङ्ग ---------- ३ बज्यो
2015-05-19,"अहिले नेपालको समय अनुसार May 20, 2015 at 03:00AM बजेको छ। #NPT #Nepal #NepalTime #HamroPatro"
2015-05-19,"नानो जेनएक्स सार्वजनिक, कस्ता छन् फिचर?
http://t.co/XvOm5oKwC2 http://t.co/aosxP2pBJN"
2015-05-19,"नाता गाँस्दै गोठमा आउलान् ! चेलीहरु होसियार !
भूकम्पपीडित किशोरी बेचबिखन र यौनशोषणको जोखिममा | #nepal"
2015-05-19,"काड पाउनु र खानु एती बेला जाड्,रक्सी !"
2015-05-19,"@Dev_Fadnavis ऐतिहासिक विदेशी सफल यात्रा...
 हार्दिक शुभेच्छा....@CMOMaharashtra http://t.co/KMgkiBCsEU"
2015-05-19,"@RaW__V तिम्लाइ एउटा केटिले साेध्दै थि यार। माेबाइल नम्बर मागीछे, दिम कि नदिम??"
2015-05-19,@jhusilkeero हजुरलाई पनि धेरै धेरै सम्झना छ है दाइ :))
2015-05-19,"@BhuwanCFC छन् औरिकने हरू, ठुलाठाला।"
2015-05-19,"तातो पानी मा अदुवा,बेसार हालेर मुख कुल्ला गर्नु ठीक हुन्च !"
2015-05-19,@TheReyan गुड त्यसो भने त ठिक छ
2015-05-19,@twodrops0pstve @kkirann मेरो त भर्खर छुट्टी भएको हो है ! अब बल्ल खाना खाने तयारी हुँदैछ ।
2015-05-19,@Richhie_ मुटु भरिको माया भए किन कम हुन्थियो ?? झुटा गफ चिन्न नसकेको परिनाम हुन् यी सब !!
2015-05-19,"@shrestha266 हजुर, तपै भन्दा फिलिङ अाउदैन के दिज्यु। टियलमा तिमी भनेनि रियालिटिमा त रेस्पेक्ट भुल्दिन नि।😋"
2015-05-19,"पलायनबादी हुनुको फाईदा जहिले टुईटर खोले पनि टन्नै मान्छे भेटिने ,😂😂"
2015-05-19,बहराइन आदिबासि महासंघले गरे भुकम्प पिडितलाइ ८ लाख पचासि हजार सहयोग । http://t.co/dFuwnhBKQR
2015-05-19,@Richhie_ ल ठिक छ ऊसो भा।
2015-05-19,कोही छ कि नै यहाँ ?
2015-05-19,@arbhattarai02 ऊ पनि सन्चै छ :)
2015-05-19,@Richhie_ ठिकै छ मेरो पनि अनि गणेस??
2015-05-19,@twodrops0pstve @kkirann हाहाहा के गफ पेल्ने हो नी ! म पुर्व धरान तिरको परे ! हाल साउदी अरब मा तातो हावा खादै । :)
2015-05-19,@Richhie_ यस्तै भरै हो रैच बाउ बाजे ले बाबू यो त असन्तोकी जात जति गरे नि हुन्न भन्या 😁
2015-05-19,@Bhattarai_kaka कैलेकाइ मानवकाे वरिपरि घुम अरे पनि भन्देउ त काका @RaW__V @InnocentIdiot_
2015-05-19,@Khopadi_Lost क्यार्नु यस्तै रैछ
2015-05-19,@Bhattarai_kaka हाम्राे त अाँखै छैन झै गर्छन है @RaW__V @InnocentIdiot_
2015-05-19,"@arbhattarai02 सबै ठिकै छ भनम्, तेरो के छ?"
2015-05-19,@Bhattarai_kaka काकी भन्दा धेरै लजाउछाै रे😜 @shrestha266
2015-05-19,सुत्ने हैन भनेको अब
2015-05-19,"म यहाँसम्म आउनु मेरा दर्शक श्रोताहरुकै मायाको कारण हो, त्यसैले यो विपत्तमा मेरा भगवानहरुसँग पीडा साट्न चाहन्छु ।... http://t.co/7Bp6Zsras8"
2015-05-19,गोरखाको लाप्राक गाविसमा अब बस्ती बसाल्न नमिल्न
2015-05-19,@radomad_leduap @Ha_Ree_Saa अथि दाजु मेरो त भएन त अस्ति २ दिन गर्या थे
2015-05-19,"@shrestha266 म लठ्ठ,,, 😜😜😜 @Bhattarai_kaka"
2015-05-19,@Bhattarai_kaka काका गुण सरेछ @shrestha266
2015-05-19,"म यहाँसम्म आउनु मेरा दर्शक श्रोताहरुकै मायाको कारण हो, त्यसैले यो विपत्तमा मेरा भगवानहरुसँग पीडा साट्न चाहन्छु ।... http://t.co/Q7HsIVEOdb"
2015-05-19,@TheReyan जे भए नि आफु भन्दा ठुलो हुन उमेरमा नभए नि सम्मान अर काकु लाइ भाई ज्ञानी बन
